"id","alias","name","technical_id","description","status","tags","created_by","created_at","updated_at","deleted_at"
"120100411","","ترمینال نری خاردار ST740385-3","KET: ST740385-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100412","","ترمینال جعبه فیوز نیسان","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100414","","ترمینال مادگی 4/8 زرد (TB2205.50 DP)","MESA : TB2205.50 DP","","0",NULL,"","2025-10-18 11:39:18","",""
"120100415","","ترمینال مادگی ST780666-3","KET: ST780666-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100416","","ترمینال مهره خور 5 آبکاری کوتاه (ST710155-3)","KET: ST710155-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100417","","ترمینال مادگی TKS 1239","TKS 1239","","0",NULL,"","2025-10-18 11:39:18","",""
"120100418","","ترمینال مادگی YT500-CL","YEONHO: YT500-CL","","0",NULL,"","2025-10-18 11:39:18","",""
"120120499","","ترمینالDJ627A-2.8A","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100419","","ترمینال نری  پایه کوتاه کوچک 211CL2S1160","FCI: 211CL2S1160 AHI:AH617-1.5X0.8A LHE: 6115021055","","0",NULL,"","2025-10-18 11:39:18","",""
"120100420","","ترمینال مادگی 2-927824","AMP: 927824-2 AHI: AH629-E6.3D3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100421","","ترمینال مادگی پایه کوتاه 4912-8240","SUMITOMO: 8240-4912 AHI: AH629-4.8×0.8A","","0",NULL,"","2025-10-18 11:39:18","",""
"120100422","","ترمینال مادگی پایه بلند 4932-8240","SUMITOMO: 8240-4932 AHI: AH629-4.8×0.8C","","0",NULL,"","2025-10-18 11:39:18","",""
"120100424","","ترمینال نری ST740830-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100425","","ترمینال نری ST740817-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100426","","ترمینال دهانه ماهی عمودی پایه بلند","""LX: LX6N500009-02(927833-1) HCB: C50003-14PT""","","0",NULL,"","2025-10-18 11:39:18","",""
"120100434","","ترمینال مهره خور 8 سایز 10","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100435","","ترمینال با خم 90 درجه دینام","KB092-67-071  -   FATH: MT-93","","0",NULL,"","2025-10-18 11:39:18","",""
"120100436","","ترمینال مهره خور خم 135 درجه","FATH: MT-99","","0",NULL,"","2025-10-18 11:39:18","",""
"120100437","","ترمینال سیگمایی سایز 1.25 تا 2.5","FCI: 211CC3S2160     LHE: 6228022360","","0",NULL,"","2025-10-18 11:39:18","",""
"120100438","","ترمینال مادگی سایز 0.85 تا 1.25","TE: 368084-1     LHE: 6623022109","","0",NULL,"","2025-10-18 11:39:18","",""
"120100439","","ترمینال مادگی سایز 0.3 تا 0.5","TE: 316836-1     LHE: 6210020016","","0",NULL,"","2025-10-18 11:39:18","",""
"120100440","","ترمینال سیگمایی نری سایز0.75 تا 1","FCI: 211CL2S2160     LHE: 6115022056","","0",NULL,"","2025-10-18 11:39:18","",""
"120100441","","ترمینال مادگی سایز 0.3 تا 0.5 C2201-YT11","LHE: 620642006","","0",NULL,"","2025-10-18 11:39:18","",""
"120100443","","ترمینال مادگی SVF-42T-P2.0","JST: SVF-42T-P2.0","","0",NULL,"","2025-10-18 11:39:18","",""
"120100444","","ترمینال مادگی SVM-42T-P2.0","JST: SVM-42T-P2.0","","0",NULL,"","2025-10-18 11:39:18","",""
"120100445","","ترمینال نری SXAM-01T-P0.6","JST: SXAM-01T-P0.6","","0",NULL,"","2025-10-18 11:39:18","",""
"120100446","","ترمینال مادگی TP2507J-3","ZUCH: TP2507J-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100447","","ترمینال مادگی TP3970J-3","ZUCH: TP3970J-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100448","","ترمینال مادگی TP2503J-3","ZUCH: TP2503J-3","","0",NULL,"","2025-10-18 11:39:18","",""
"120100449","","ترمینال دهنه ماهی 2-927831","927831-2","","0",NULL,"","2025-10-18 11:39:18","",""
"120100450","","ترمینال دهنه ماهی 2-927833","927833-2","","0",NULL,"","2025-10-18 11:39:18","",""
"120100451","","ترمینال دهنه ماهی 2-927829","927829-2","","0",NULL,"","2025-10-18 11:39:18","",""
"120100454","","ترمینال نری KET  ST740816-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120100455","","ترمینال نری KET  ST740812-3","","","0",NULL,"","2025-10-18 11:39:18","",""
"120110211","","ترمینال مادگی سیل خور CJPTسایز 0.5 تا 1","TE : 929939-3   LHE : 6228011140","","0",NULL,"","2025-10-18 11:39:18","",""
"120100456","","ترمینال دهانه ماهی افقی پایه متوسط","HCB: C50003-01PT","","0",NULL,"","2025-10-18 11:39:18","",""
"120100459","","ترمینال دهانه ماهی افقی پایه کوتاه","HCB: C50003-02PT","","0",NULL,"","2025-10-18 11:39:18","",""
"120100461","","ترمینال  نری سوکت CAMERA","HL : 6619503BSS   AHI : AH611-0.8S","","0",NULL,"","2025-10-18 11:39:18","",""
"120100462","","ترمینال نری 2 تا 2.5","KET : ST740674-3   AHI : AH616-2.2*0.6C","","0",NULL,"","2025-10-18 11:39:18","",""
